identifier,uri,name,type,project,date,event,source,people
oscys.case.0046.004,http://earlywashingtondc.org/doc/oscys.case.0046.004,Robert Henley v. Samuel Miller. Physical Description of Robert Henley,Civil (document),O Say Can You See,,oscys.caseid.0046,"National Archives and Records Administration, Record Group 21, Entry 6, Box 275, Folder 959",per.000462;per.000463
oscys.case.0426.011,http://earlywashingtondc.org/doc/oscys.case.0426.011,Charles Taylor v. Ariss Buckner & Bernard H. Buckner. Summons of Thomas Crown et al.,Civil (document),O Say Can You See,1835-06-08,oscys.caseid.0454,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.003498;per.000904;per.003499;per.003513;per.003511;per.001002;per.000739;per.003514;per.000122;per.003515;per.001268;per.003517
oscys.case.0235.010,http://earlywashingtondc.org/doc/oscys.case.0235.010,Lucy Bosy v. Ann Maria Fitzhugh. Summons of Ann Maria Fitzhugh,Civil (document),O Say Can You See,1854-08-07,oscys.caseid.0240,"National Archives and Records Administration, Record Group 21, Entry 6, Box 782, Folder 149",per.001828;per.001829;per.000751;per.000004;per.001216;per.000740
oscys.mdcase.0006.025,http://earlywashingtondc.org/doc/oscys.mdcase.0006.025,Robert Thomas v. Henry Pile. Deposition of Jane Digges,Civil (document),O Say Can You See,1792-07-20,oscys.caseid.0342,"Maryland State Archives, General Court of Western Shore (Judgments), MSA S498-343",per.001950;per.001943;per.001393;per.001495;per.002033;per.002084;per.002037;per.001964;per.002059;per.001932;per.002074;per.001949;per.002016;per.002052;per.002066
oscys.case.0115.002,http://earlywashingtondc.org/doc/oscys.case.0115.002,Chloe Ann Johnson v. Isaac Franklin & John Armfield. Summons of Issac Franklin & John Armfield,Civil (document),O Say Can You See,1834-02-06,oscys.caseid.0115,"National Archives and Records Administration, Record Group 21, Entry 6, Box 506, Folder 127",per.000865;per.000131;per.000866;per.000744;per.000003;per.000004;per.000739
oscys.case.0275.003,http://earlywashingtondc.org/doc/oscys.case.0275.003,James Thomas v. Thomas Beatty Jr. Petition for Freedom,Civil (document),O Say Can You See,1809-08-21,oscys.caseid.0275,"National Archives and Records Administration, Record Group 21, Entry 6, Box 34, Folder 195",per.002177;per.002178;per.000011;per.000003
oscys.case.0075.004,http://earlywashingtondc.org/doc/oscys.case.0075.004,John Baptist Lee v. Augustus Preuss. Summons of Augustus Preuss,Civil (document),O Say Can You See,1827-04-25,oscys.caseid.0075,"National Archives and Records Administration, Record Group 21, Entry 6, Box 385, Folder 109/110/111",per.000630;per.000617;per.000629;per.000003;per.000004;per.000461
oscys.case.0050.009,http://earlywashingtondc.org/doc/oscys.case.0050.009,William Jordan v. Lemuel Sawyer. Notes re. Judgment,Civil (document),O Say Can You See,,oscys.caseid.0050,"National Archives and Records Administration, Record Group 21, Entry 6, Box 319, Folder 472",per.000484;per.000485;per.000001;per.000491
oscys.case.0424.003,http://earlywashingtondc.org/doc/oscys.case.0424.003,Ex parte Nicholas Reester. Writ of Habeas Corpus,Civil (document),O Say Can You See,1835-10-24,oscys.caseid.0452,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.003486;per.000004;per.000122;per.002630;per.002897
oscys.case.0249.001,http://earlywashingtondc.org/doc/oscys.case.0249.001,Charlotte v. Tobias Watkins. Deposition of Mary C. Rooker,Civil (document),O Say Can You See,1822-11-04,oscys.caseid.0346,"National Archives and Records Administration, Record Group 21, Entry 6, Box 270, Folder 481",per.001885;per.001886;per.001881;per.001882;per.001883;per.000464;per.001884
oscys.case.0411.001,http://earlywashingtondc.org/doc/oscys.case.0411.001,Ex Parte James. Warrant,Civil (document),O Say Can You See,1817-07-20,oscys.caseid.0438,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858",per.003276;per.002867;per.001547;per.003272;per.003273;per.003274;per.003275
oscys.case.0104.007,http://earlywashingtondc.org/doc/oscys.case.0104.007,Ann Bell v. Gerard T. Greenfield. Jury Instructions,Civil (document),O Say Can You See,,oscys.caseid.0104,"National Archives and Records Administration, Record Group 21, Entry 6, Box 617, Folder 145",per.000772;per.000773;per.000774;per.000775
oscys.report.0062.001,http://earlywashingtondc.org/doc/oscys.report.0062.001,Eliza Chapman & Robert Chapman v. Robert Fenwick. Circuit Court Report,Civil (document),O Say Can You See,1834-04,oscys.caseid.0468,"William Cranch, Reports of Cases Civil and Criminal in the United States Circuit Court of the District of Columbia, from 1801 to 1841, Volume IV, Boston: Little, Brown and Company (1852)",per.004295;per.004296;per.004297;per.000001;per.000738;per.004281;per.004282;per.004283;per.004284;per.000004;per.004285;per.004286;per.004287;per.004288;per.004289;per.004290;per.004291;per.004292;per.004293;per.000064;per.004294
oscys.case.0046.001,http://earlywashingtondc.org/doc/oscys.case.0046.001,Robert Henley v. Samuel Miller. Petition for Freedom,Civil (document),O Say Can You See,,oscys.caseid.0046,"National Archives and Records Administration, Record Group 21, Entry 6, Box 275, Folder 959",per.000462;per.000463;per.000464
oscys.mdcase.0008.030,http://earlywashingtondc.org/doc/oscys.mdcase.0008.030,Charles Mahoney v. John Ashton. Deposition of Sarah Ratcliff,Civil (document),O Say Can You See,1797-10-12,oscys.caseid.0481,"Maryland State Archives, General Court of the Western Shore (Judgments), MSA S498-220",per.004476;per.000215;per.004359;per.004640;per.004668;per.004669;per.004614;per.004615;per.004665;per.004667;per.004666;per.004670
oscys.mdcase.0006.035,http://earlywashingtondc.org/doc/oscys.mdcase.0006.035,Robert Thomas v. Henry Pile. Elizabeth Carry's Answers to Petitioner's Interrogatories,Civil (document),O Say Can You See,1794-10-13,oscys.caseid.0342,"Maryland State Archives, General Court of Western Shore (Judgments), MSA S498-343",per.001950;per.001943;per.002031;per.002038;per.001964
oscys.case.0282.011,http://earlywashingtondc.org/doc/oscys.case.0282.011,Sarah H. Medulla v. Georgiana Munroe. Summons of Georgiana Munroe,Civil (document),O Say Can You See,1857-05-27,oscys.caseid.0280,"National Archives and Records Administration, Record Group 21, Entry 6, Box 835, Folder 193",per.002199;per.002200;per.002201;per.001842;per.000476;per.001216;per.001841;per.000740
oscys.case.0415.007,http://earlywashingtondc.org/doc/oscys.case.0415.007,Ann Brooks v. William D. Nutt. Bill of Sale,Civil (document),O Say Can You See,1805-07-24,oscys.caseid.0442,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.003306;per.003307;per.003303;per.003311;per.003304;per.003314;per.000122;per.003315;per.003316;per.003305;per.003317
oscys.case.0228.008,http://earlywashingtondc.org/doc/oscys.case.0228.008,Winnie Cryer v. Elizabeth Cocke & Peter Hoffman. Motion for Continuance,Civil (document),O Say Can You See,1848-10-07,oscys.caseid.0233,"National Archives and Records Administration, Record Group 21, Entry 6, Box 728, Folder 162",per.001805;per.001190;per.001192;per.001193;per.000847;per.001194
oscys.case.0337.008,http://earlywashingtondc.org/doc/oscys.case.0337.008,Amelia Ward v. Elias B. Caldwell. Correspondence from Peter Hewitt,Civil (document),O Say Can You See,1823-04-21,oscys.caseid.0362,"National Archives and Records Administration, Record Group 21, Entry 6, Box 303, Folder 417",per.002505;per.000194;per.002510;per.002506
oscys.report.0030.001,http://earlywashingtondc.org/doc/oscys.report.0030.001,Thomas Butler v. Gabriel Duvall. Circuit Court Report,Civil (document),O Say Can You See,1829-05,oscys.caseid.0217,"William Cranch, Reports of Cases Civil and Criminal in the United States Circuit Court of the District of Columbia, from 1801 to 1841, Volume III, Boston: Little, Brown and Company (1852)",per.001385;per.001386;per.001387;per.001388;per.001389;per.001390;per.001391;per.001392;per.001393;per.000001;per.000435;per.001533;per.000004
oscys.case.0166.009,http://earlywashingtondc.org/doc/oscys.case.0166.009,Lucy Williams v. George Hope. Summons of George Hope,Civil (document),O Say Can You See,1854-02-20,oscys.caseid.0168,"National Archives and Records Administration, Record Group 21, Entry 6, Box 776, Folder 164",per.001228;per.001229;per.000533;per.000004;per.001216;per.000740
oscys.case.0370.004,http://earlywashingtondc.org/doc/oscys.case.0370.004,Charles Scott v. Loudon. Mandate,Civil (document),O Say Can You See,1807-02-02,oscys.caseid.0396,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.002915;per.002916;per.001562;per.000194;per.000725
oscys.case.0277.003,http://earlywashingtondc.org/doc/oscys.case.0277.003,Patt v. Gerard T. Greenfield & Thomas Greenfield. Summons of Gerard T. Greenfield & Thomas Greenfield,Civil (document),O Say Can You See,1809-12-07,oscys.caseid.0276,"National Archives and Records Administration, Record Group 21, Entry 6, Box 34, Folder 196",per.002188;per.002189;per.002190;per.000775;per.001816;per.000194;per.000006;per.000003;per.000004
oscys.case.0419.002,http://earlywashingtondc.org/doc/oscys.case.0419.002,Nelly Jackson v. Thomas Tebbs. Complaint,Civil (document),O Say Can You See,,oscys.caseid.0447,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.003380;per.003381;per.002988;per.001523;per.001531
oscys.case.0295.002,http://earlywashingtondc.org/doc/oscys.case.0295.002,Mary Taylor et al. v. James M. A. Mushett. Summons of James M. A. Mushett,Civil (document),O Say Can You See,1854-02-20,oscys.caseid.0297,"National Archives and Records Administration, Record Group 21, Entry 6, Box 777, Folder 227",per.002254;per.002255;per.002256;per.002257;per.002258;per.000851;per.002253;per.000004;per.001216;per.000740
oscys.mdcase.0001.013,http://earlywashingtondc.org/doc/oscys.mdcase.0001.013,Edward Queen v. John Ashton. Transcript from Prince George's County Court,Civil (document),O Say Can You See,1796-05-10,oscys.caseid.0338,"Maryland State Archives, General Court of the Western Shore (Judgments), MSA S498-3",per.000078;per.000215;per.001495;per.000183;per.001517;per.001518;per.001519;per.001520;per.001521;per.001522;per.001523;per.001488;per.000219;per.001505;per.001524;per.001525;per.001526;per.001527;per.001528;per.001529;per.000128;per.001530;per.001531;per.001532
oscys.case.0164.016,http://earlywashingtondc.org/doc/oscys.case.0164.016,Louisa Woodward v. Jane Munroe. Petition for Freedom,Civil (document),O Say Can You See,1846-10-16,oscys.caseid.0166,"National Archives and Records Administration, Record Group 21, Entry 6, Box 776, Folder 158",per.001222;per.001223;per.001224;per.001225;per.000004;per.001216;per.000740
oscys.case.0202.004,http://earlywashingtondc.org/doc/oscys.case.0202.004,"Sam & Edmund v. Lewis Childs, Gabriel Childs, & Hiram Emerson. Depositions of Jane St. Clair, Emily Ager, & Ann Ager",Civil (document),O Say Can You See,1832-01-04,oscys.caseid.0207,"National Archives and Records Administration, Record Group 21, Entry 6, Box 465, Folder 392",per.001657;per.001661;per.001658;per.001659;per.001660;per.001662;per.001663;per.001665;per.001666;per.001667;per.001668;per.001682;per.001669;per.001670;per.001671;per.001672;per.001673;per.001674;per.001664;per.001675
oscys.case.0414.006,http://earlywashingtondc.org/doc/oscys.case.0414.006,Harriet Lemon v. Nehemiah Hicks. Summons of Callis B. Hatton et al.,Civil (document),O Say Can You See,1834-05-03,oscys.caseid.0441,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.001434;per.002624;per.003296;per.003297;per.000084;per.000004;per.003298;per.000122;per.002897;per.003299
oscys.case.0221.004,http://earlywashingtondc.org/doc/oscys.case.0221.004,William Crowner v. George B. Scott. Mary Evans' Answers to Interrogatories,Civil (document),O Say Can You See,1841-12-22,oscys.caseid.0226,"National Archives and Records Administration, Record Group 21, Entry 6, Box 638, Folder 197",per.001754;per.001755;per.000847;per.000001;per.000859;per.001756;per.000533;per.001757;per.001758
oscys.case.0106.001,http://earlywashingtondc.org/doc/oscys.case.0106.001,Austin Tripplet v. Henry Lloyd. Petition for Freedom,Civil (document),O Say Can You See,1845-11-01,oscys.caseid.0106,"National Archives and Records Administration, Record Group 21, Entry 6, Box 705, Folder 80",per.000842;per.000843;per.000844;per.000841
oscys.case.0221.001,http://earlywashingtondc.org/doc/oscys.case.0221.001,William Crowner v. George B. Scott. Petition for Freedom,Civil (document),O Say Can You See,1840-06-08,oscys.caseid.0226,"National Archives and Records Administration, Record Group 21, Entry 6, Box 638, Folder 197",per.001754;per.001755;per.000001
oscys.case.0054.003,http://earlywashingtondc.org/doc/oscys.case.0054.003,James Humphreys v. Henry Roberts. Summons of Henry Roberts,Civil (document),O Say Can You See,1823-11-10,oscys.caseid.0054,"National Archives and Records Administration, Record Group 21, Entry 6, Box 315, Folder 54",per.000503;per.000504;per.000194;per.000003;per.000004;per.000505;per.000461
oscys.case.0368.007,http://earlywashingtondc.org/doc/oscys.case.0368.007,William v. Stephen Cantrell. Affidavit of Lewis Summers,Civil (document),O Say Can You See,1807-07-09,oscys.caseid.0394,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.002899;per.002900;per.002902;per.002901;per.002865;per.002816;per.002898;per.002820;per.002866
oscys.report.0007.001,http://earlywashingtondc.org/doc/oscys.report.0007.001,Emanuel Gasbury v. Henry W. Ball. Circuit Court Report,Civil (document),O Say Can You See,1814-06,oscys.caseid.0029,"William Cranch, Reports of Cases Civil and Criminal in the United States Circuit Court of the District of Columbia, from 1801 to 1841, Volume II, Boston: Little, Brown and Company (1852)",per.000236;per.000232
oscys.case.0258.012,http://earlywashingtondc.org/doc/oscys.case.0258.012,Walter Thomas & Dennis Thomas v. Alexander Scott. Deposition of Henry Suttle,Civil (document),O Say Can You See,1810-06-23,oscys.caseid.0260,"National Archives and Records Administration, Record Group 21, Entry 6, Box 20, Folder 217",per.001935;per.001936;per.001937;per.000023;per.000014;per.002004
oscys.case.0134.003,http://earlywashingtondc.org/doc/oscys.case.0134.003,Gerrard v. Zachariah Cox. Summons of Zachariah Cox,Civil (document),O Say Can You See,1831-02-03,oscys.caseid.0134,"National Archives and Records Administration, Record Group 21, Entry 6, Box 468, Folder 62",per.001038;per.001039;per.000476;per.000001;per.000502;per.000003;per.000004
